"Time (s),""Acceleration x (m/s^2)"",""Acceleration y (m/s^2)"",""Acceleration z (m/s^2)"""
1.467802599E1,-9.794978142E0,6.464344263E-2,1.281496406E0
1.468003453E1,-9.778219223E0,7.422025502E-2,1.281496406E0
1.468204307E1,-9.785401344E0,6.464344263E-2,1.255160213E0
1.468405161E1,-9.783007622E0,8.858546615E-2,1.243189216E0
1.468606015E1,-9.794978142E0,7.422025502E-2,1.236006618E0
1.468806870E1,-9.794978142E0,6.943184882E-2,1.221641421E0
1.469007724E1,-9.785401344E0,6.703764945E-2,1.219247222E0
1.469208578E1,-9.780612946E0,8.140286058E-2,1.221641421E0
1.469409432E1,-9.768642426E0,9.337386489E-2,1.245583415E0
1.469610286E1,-9.778219223E0,9.097966552E-2,1.257554412E0
1.469811140E1,-9.778219223E0,8.858546615E-2,1.262342811E0
1.470011994E1,-9.768642426E0,7.422025502E-2,1.247977614E0
1.470212849E1,-9.783007622E0,9.337386489E-2,1.269525409E0
1.470413703E1,-9.766247749E0,8.140286058E-2,1.305438519E0
1.470614557E1,-9.763854027E0,8.858546615E-2,1.288679123E0
1.470815411E1,-9.763854027E0,7.422025502E-2,1.300650120E0
1.471016265E1,-9.771036148E0,9.576806426E-2,1.283890605E0
1.471217125E1,-9.737517357E0,1.005564705E-1,1.255160213E0
1.471417984E1,-9.759065628E0,1.005564705E-1,1.243189216E0
1.471618843E1,-9.763854027E0,8.619125932E-2,1.216853023E0
1.471819703E1,-9.754277229E0,9.097966552E-2,1.209670424E0
1.472020562E1,-9.761459351E0,9.097966552E-2,1.192911029E0
1.472221422E1,-9.775824547E0,8.858546615E-2,1.185728431E0
1.472422281E1,-9.759065628E0,9.816227108E-2,1.171363235E0
1.472623140E1,-9.773430824E0,8.140286058E-2,1.166574836E0
1.472824000E1,-9.787796021E0,8.858546615E-2,1.185728431E0
1.473024859E1,-9.768642426E0,1.125274822E-1,1.180940032E0
1.473225718E1,-9.775824547E0,9.337386489E-2,1.207276225E0
1.473426578E1,-9.775824547E0,8.140286058E-2,1.233612418E0
1.473627437E1,-9.790189743E0,7.900865376E-2,1.240795016E0
1.473828297E1,-9.768642426E0,8.858546615E-2,1.252766013E0
1.474029156E1,-9.773430824E0,7.661445439E-2,1.257554412E0
1.474230015E1,-9.763854027E0,7.182604820E-2,1.255160213E0
1.474430875E1,-9.797372818E0,8.379705995E-2,1.259948611E0
1.474631734E1,-9.794978142E0,7.900865376E-2,1.245583415E0
1.474832593E1,-9.771036148E0,7.422025502E-2,1.245583415E0
1.475033453E1,-9.771036148E0,8.140286058E-2,1.228824019E0
1.475234312E1,-9.773430824E0,8.140286058E-2,1.252766013E0
1.475435172E1,-9.763854027E0,8.379705995E-2,1.236006618E0
1.475636031E1,-9.780612946E0,7.182604820E-2,1.240795016E0
1.475836890E1,-9.794978142E0,7.661445439E-2,1.236006618E0
1.476037750E1,-9.771036148E0,7.661445439E-2,1.240795016E0
1.476238609E1,-9.775824547E0,8.379705995E-2,1.247977614E0
1.476439468E1,-9.756670952E0,9.337386489E-2,1.243189216E0
1.476640328E1,-9.754277229E0,8.619125932E-2,1.274313807E0
1.476841187E1,-9.771036148E0,5.746084079E-2,1.307832718E0
1.477042047E1,-9.775824547E0,5.027823523E-2,1.312621117E0
1.477242906E1,-9.783007622E0,5.027823523E-2,1.317409515E0
1.477443765E1,-9.759065628E0,7.422025502E-2,1.319803715E0
1.477644625E1,-9.759065628E0,6.464344263E-2,1.336563110E0
1.477845484E1,-9.766247749E0,6.943184882E-2,1.334168911E0
1.478046343E1,-9.766247749E0,6.224924326E-2,1.336563110E0
1.478247203E1,-9.771036148E0,5.746084079E-2,1.341351509E0
1.478448062E1,-9.768642426E0,4.070143029E-2,1.370081902E0
1.478648922E1,-9.768642426E0,7.422025502E-2,1.353322506E0
1.478849781E1,-9.763854027E0,6.224924326E-2,1.372476101E0
1.479050640E1,-9.773430824E0,6.224924326E-2,1.382052898E0
1.479251500E1,-9.771036148E0,5.985504389E-2,1.379658699E0
1.479452359E1,-9.783007622E0,5.985504389E-2,1.372476101E0
1.479653218E1,-9.761459351E0,6.943184882E-2,1.379658699E0
1.479854078E1,-9.766247749E0,6.703764945E-2,1.348534107E0
1.480054937E1,-9.751882553E0,5.746084079E-2,1.322197914E0
1.480255797E1,-9.761459351E0,7.422025502E-2,1.322197914E0
1.480456656E1,-9.768642426E0,6.703764945E-2,1.295861721E0
1.480657515E1,-9.775824547E0,5.985504389E-2,1.307832718E0
1.480858375E1,-9.783007622E0,5.506663769E-2,1.281496406E0
1.481059234E1,-9.759065628E0,5.506663769E-2,1.276708007E0
1.481260093E1,-9.768642426E0,5.985504389E-2,1.276708007E0
1.481460953E1,-9.763854027E0,6.464344263E-2,1.279102206E0
1.481661812E1,-9.759065628E0,6.224924326E-2,1.293467522E0
1.481862672E1,-9.761459351E0,6.943184882E-2,1.326986313E0
1.482063531E1,-9.766247749E0,7.182604820E-2,1.350928307E0
1.482264390E1,-9.761459351E0,7.182604820E-2,1.379658699E0
1.482465250E1,-9.773430824E0,6.224924326E-2,1.396418095E0
1.482666109E1,-9.768642426E0,6.943184882E-2,1.408688426E0
1.482866968E1,-9.773430824E0,7.182604820E-2,1.418265224E0
1.483067828E1,-9.763854027E0,7.900865376E-2,1.403900027E0
1.483268687E1,-9.773430824E0,6.943184882E-2,1.401206493E0
1.483469547E1,-9.778219223E0,6.703764945E-2,1.391629696E0
1.483670406E1,-9.787796021E0,6.943184882E-2,1.379658699E0
1.483871265E1,-9.790189743E0,6.703764945E-2,1.377264500E0
1.484072125E1,-9.780612946E0,8.379705995E-2,1.389235497E0
1.484272984E1,-9.783007622E0,7.422025502E-2,1.384447098E0
1.484473843E1,-9.792584419E0,7.182604820E-2,1.370081902E0
1.484674703E1,-9.783007622E0,6.464344263E-2,1.367687702E0
1.484875562E1,-9.778219223E0,6.703764945E-2,1.367687702E0
1.485076422E1,-9.783007622E0,7.182604820E-2,1.377264500E0
1.485277281E1,-9.773430824E0,7.422025502E-2,1.365293503E0
1.485478140E1,-9.751882553E0,8.619125932E-2,1.358110905E0
1.485679000E1,-9.780612946E0,9.097966552E-2,1.341351509E0
1.485879859E1,-9.775824547E0,8.379705995E-2,1.326986313E0
1.486080718E1,-9.771036148E0,9.576806426E-2,1.322197914E0
1.486281578E1,-9.768642426E0,8.858546615E-2,1.317409515E0
1.486482437E1,-9.754277229E0,9.576806426E-2,1.305438519E0
1.486683297E1,-9.766247749E0,8.619125932E-2,1.312621117E0
1.486884151E1,-9.761459351E0,8.140286058E-2,1.310226917E0
1.487085005E1,-9.785401344E0,8.619125932E-2,1.307832718E0
1.487285859E1,-9.797372818E0,7.422025502E-2,1.274313807E0
1.487486713E1,-9.778219223E0,7.661445439E-2,1.228824019E0
1.487687567E1,-9.783007622E0,6.703764945E-2,1.188122630E0
1.487888422E1,-9.775824547E0,8.379705995E-2,1.185728431E0
1.488089276E1,-9.766247749E0,7.900865376E-2,1.147421122E0
1.488290130E1,-9.768642426E0,8.140286058E-2,1.137844324E0
1.488490984E1,-9.759065628E0,9.097966552E-2,1.137844324E0
1.488691838E1,-9.778219223E0,8.619125932E-2,1.156997919E0
1.488892692E1,-9.775824547E0,8.858546615E-2,1.173757434E0
1.489093547E1,-9.766247749E0,8.619125932E-2,1.180940032E0
1.489294401E1,-9.766247749E0,8.379705995E-2,1.188122630E0
1.489495255E1,-9.768642426E0,9.097966552E-2,1.195305228E0
1.489696109E1,-9.747094154E0,8.619125932E-2,1.204882026E0
1.489896963E1,-9.766247749E0,8.619125932E-2,1.209670424E0
1.490097817E1,-9.783007622E0,7.661445439E-2,1.190516829E0
1.490298672E1,-9.775824547E0,7.661445439E-2,1.168969035E0
1.490499526E1,-9.775824547E0,7.661445439E-2,1.178545833E0
1.490700380E1,-9.783007622E0,6.943184882E-2,1.173757434E0
1.490901234E1,-9.761459351E0,7.422025502E-2,1.207276225E0
1.491102088E1,-9.773430824E0,7.422025502E-2,1.240795016E0
1.491302942E1,-9.785401344E0,6.943184882E-2,1.269525409E0
1.491503797E1,-9.771036148E0,6.943184882E-2,1.262342811E0
1.491704651E1,-9.761459351E0,7.422025502E-2,1.264737010E0
1.491905505E1,-9.759065628E0,7.422025502E-2,1.252766013E0
1.492106359E1,-9.766247749E0,9.337386489E-2,1.245583415E0
1.492307213E1,-9.756670952E0,5.506663769E-2,1.245583415E0
1.492508067E1,-9.780612946E0,6.943184882E-2,1.240795016E0
1.492708922E1,-9.771036148E0,7.900865376E-2,1.259948611E0
1.492909776E1,-9.768642426E0,7.182604820E-2,1.259948611E0
1.493110630E1,-9.773430824E0,5.985504389E-2,1.250371814E0
1.493311484E1,-9.766247749E0,7.900865376E-2,1.276708007E0
1.493512338E1,-9.785401344E0,7.422025502E-2,1.281496406E0
1.493713192E1,-9.761459351E0,7.182604820E-2,1.303044319E0
1.493914047E1,-9.787796021E0,6.703764945E-2,1.303044319E0
1.494114906E1,-9.759065628E0,7.422025502E-2,1.319803715E0
1.494315765E1,-9.775824547E0,7.900865376E-2,1.315015316E0
1.494516625E1,-9.773430824E0,7.422025502E-2,1.331774712E0
1.494717484E1,-9.771036148E0,7.661445439E-2,1.346139908E0
1.494918343E1,-9.744700432E0,6.703764945E-2,1.348534107E0
1.495119203E1,-9.761459351E0,7.661445439E-2,1.324592113E0
1.495320062E1,-9.783007622E0,5.746084079E-2,1.305438519E0
1.495520922E1,-9.790189743E0,5.746084079E-2,1.281496406E0
1.495721781E1,-9.778219223E0,6.943184882E-2,1.262342811E0
1.495922640E1,-9.780612946E0,8.140286058E-2,1.267131209E0
1.496123500E1,-9.785401344E0,6.464344263E-2,1.259948611E0
1.496324359E1,-9.775824547E0,6.703764945E-2,1.269525409E0
1.496525218E1,-9.778219223E0,7.182604820E-2,1.286284804E0
1.496726078E1,-9.778219223E0,6.943184882E-2,1.298255920E0
1.496926937E1,-9.780612946E0,6.464344263E-2,1.338957310E0
1.497127797E1,-9.763854027E0,7.900865376E-2,1.336563110E0
1.497328656E1,-9.751882553E0,9.097966552E-2,1.343745708E0
1.497529515E1,-9.759065628E0,8.379705995E-2,1.341351509E0
1.497730375E1,-9.763854027E0,8.619125932E-2,1.358110905E0
1.497931234E1,-9.763854027E0,6.224924326E-2,1.365293503E0
1.498132093E1,-9.768642426E0,5.746084079E-2,1.360505104E0
1.498332953E1,-9.742305756E0,6.464344263E-2,1.372476101E0
1.498533812E1,-9.775824547E0,7.422025502E-2,1.362899303E0
1.498734672E1,-9.771036148E0,6.224924326E-2,1.350928307E0
1.498935531E1,-9.778219223E0,7.661445439E-2,1.322197914E0
1.499136390E1,-9.790189743E0,5.985504389E-2,1.317409515E0
1.499337250E1,-9.794978142E0,6.703764945E-2,1.293467522E0
1.499538109E1,-9.790189743E0,7.661445439E-2,1.291073322E0
1.499738968E1,-9.759065628E0,7.182604820E-2,1.295861721E0
1.499939828E1,-9.773430824E0,7.422025502E-2,1.303044319E0
1.500140687E1,-9.787796021E0,8.379705995E-2,1.324592113E0
1.500341547E1,-9.773430824E0,7.900865376E-2,1.336563110E0
1.500542406E1,-9.773430824E0,8.140286058E-2,1.341351509E0
1.500743265E1,-9.761459351E0,8.858546615E-2,1.346139908E0
1.500944125E1,-9.749488831E0,8.858546615E-2,1.324592113E0
1.501144984E1,-9.773430824E0,8.379705995E-2,1.334168911E0
1.501345843E1,-9.751882553E0,7.900865376E-2,1.317409515E0
1.501546703E1,-9.766247749E0,8.858546615E-2,1.305438519E0
1.501747562E1,-9.761459351E0,9.337386489E-2,1.291073322E0
1.501948422E1,-9.771036148E0,7.900865376E-2,1.279102206E0
1.502149281E1,-9.763854027E0,8.619125932E-2,1.298255920E0
1.502350140E1,-9.775824547E0,8.379705995E-2,1.303044319E0
1.502551000E1,-9.756670952E0,7.422025502E-2,1.307832718E0
1.502751859E1,-9.763854027E0,8.140286058E-2,1.298255920E0
1.502952718E1,-9.756670952E0,9.097966552E-2,1.305438519E0
1.503153578E1,-9.780612946E0,1.029506698E-1,1.310226917E0
1.503354437E1,-9.761459351E0,7.900865376E-2,1.310226917E0
1.503555297E1,-9.780612946E0,6.703764945E-2,1.303044319E0
1.503756156E1,-9.785401344E0,7.422025502E-2,1.295861721E0
1.503957015E1,-9.780612946E0,7.661445439E-2,1.283890605E0
1.504157875E1,-9.783007622E0,7.422025502E-2,1.283890605E0
1.504358734E1,-9.775824547E0,7.182604820E-2,1.262342811E0
1.504559593E1,-9.775824547E0,8.858546615E-2,1.274313807E0
1.504760453E1,-9.773430824E0,6.943184882E-2,1.281496406E0
1.504961312E1,-9.778219223E0,7.182604820E-2,1.298255920E0
1.505162172E1,-9.785401344E0,6.703764945E-2,1.307832718E0
1.505363031E1,-9.783007622E0,7.182604820E-2,1.341351509E0
1.505563890E1,-9.783007622E0,6.224924326E-2,1.370081902E0
1.505764750E1,-9.751882553E0,8.140286058E-2,1.370081902E0
1.505965609E1,-9.761459351E0,7.422025502E-2,1.403900027E0
1.506166468E1,-9.761459351E0,6.464344263E-2,1.408688426E0
1.506367328E1,-9.773430824E0,7.900865376E-2,1.408688426E0
1.506568187E1,-9.778219223E0,6.224924326E-2,1.437418818E0
1.506769047E1,-9.775824547E0,7.422025502E-2,1.475726128E0
1.506969906E1,-9.771036148E0,6.943184882E-2,1.461360812E0
1.507170765E1,-9.778219223E0,7.661445439E-2,1.454178214E0
1.507371625E1,-9.766247749E0,6.703764945E-2,1.463755012E0
1.507572484E1,-9.768642426E0,6.703764945E-2,1.458966613E0
1.507773343E1,-9.787796021E0,5.985504389E-2,1.456572413E0
1.507974203E1,-9.756670952E0,5.985504389E-2,1.446995616E0
1.508175062E1,-9.759065628E0,6.224924326E-2,1.449389815E0
1.508375922E1,-9.754277229E0,5.985504389E-2,1.470937610E0
1.508576781E1,-9.759065628E0,6.703764945E-2,1.442207217E0
1.508777640E1,-9.768642426E0,5.506663769E-2,1.451784015E0
1.508978500E1,-9.766247749E0,6.703764945E-2,1.456572413E0
1.509179359E1,-9.763854027E0,7.182604820E-2,1.446995616E0
1.509380218E1,-9.756670952E0,6.464344263E-2,1.451784015E0
1.509581078E1,-9.780612946E0,5.746084079E-2,1.451784015E0
1.509781937E1,-9.775824547E0,5.267243832E-2,1.454178214E0
1.509982791E1,-9.790189743E0,5.506663769E-2,1.454178214E0
1.510183646E1,-9.775824547E0,5.746084079E-2,1.437418818E0
1.510384500E1,-9.775824547E0,4.070143029E-2,1.427842021E0
1.510585354E1,-9.756670952E0,5.985504389E-2,1.406294227E0
1.510786208E1,-9.761459351E0,5.506663769E-2,1.365293503E0
1.510987062E1,-9.763854027E0,7.661445439E-2,1.348534107E0
1.511187916E1,-9.763854027E0,7.422025502E-2,1.329380512E0
1.511388771E1,-9.763854027E0,5.985504389E-2,1.312621117E0
1.511589625E1,-9.761459351E0,8.379705995E-2,1.307832718E0
1.511790479E1,-9.759065628E0,6.703764945E-2,1.319803715E0
1.511991333E1,-9.742305756E0,9.097966552E-2,1.336563110E0
1.512192187E1,-9.737517357E0,7.661445439E-2,1.358110905E0
1.512393041E1,-9.759065628E0,6.464344263E-2,1.348534107E0
1.512593896E1,-9.785401344E0,4.309562966E-2,1.324592113E0
1.512794750E1,-9.797372818E0,5.027823523E-2,1.298255920E0
1.512995604E1,-9.768642426E0,7.422025502E-2,1.281496406E0
1.513196458E1,-9.747094154E0,8.379705995E-2,1.288679123E0
1.513397312E1,-9.732728958E0,1.029506698E-1,1.295861721E0
1.513598166E1,-9.732728958E0,1.077390760E-1,1.291073322E0
1.513799021E1,-9.747094154E0,7.900865376E-2,1.295861721E0
1.513999875E1,-9.790189743E0,5.267243832E-2,1.394023895E0
1.514200729E1,-9.833584785E0,1.915361360E-2,1.449389815E0
1.514401583E1,-9.814131737E0,4.548983276E-2,1.432630420E0
1.514602437E1,-9.751882553E0,7.661445439E-2,1.370081902E0
1.514803291E1,-9.732728958E0,9.097966552E-2,1.338957310E0
1.515004146E1,-9.749488831E0,8.379705995E-2,1.324592113E0
1.515205000E1,-9.778219223E0,7.182604820E-2,1.315015316E0
1.515405854E1,-9.787796021E0,6.703764945E-2,1.307832718E0
1.515606708E1,-9.792584419E0,6.224924326E-2,1.322197914E0
1.515807562E1,-9.749488831E0,7.900865376E-2,1.319803715E0
1.516008416E1,-9.759065628E0,9.576806426E-2,1.341351509E0
1.516209271E1,-9.754277229E0,7.661445439E-2,1.353322506E0
1.516410125E1,-9.773430824E0,6.703764945E-2,1.326986313E0
1.516610979E1,-9.780612946E0,7.182604820E-2,1.329380512E0
1.516811833E1,-9.778219223E0,7.182604820E-2,1.305438519E0
1.517012687E1,-9.754277229E0,8.379705995E-2,1.274313807E0
1.517213547E1,-9.761459351E0,8.619125932E-2,1.257554412E0
1.517414406E1,-9.778219223E0,8.858546615E-2,1.255160213E0
1.517615265E1,-9.761459351E0,7.900865376E-2,1.252766013E0
1.517816125E1,-9.775824547E0,8.140286058E-2,1.257554412E0
1.518016984E1,-9.771036148E0,8.379705995E-2,1.264737010E0
1.518217843E1,-9.773430824E0,8.858546615E-2,1.247977614E0
1.518418703E1,-9.763854027E0,9.816227108E-2,1.274313807E0
1.518619562E1,-9.763854027E0,9.576806426E-2,1.288679123E0
1.518820422E1,-9.763854027E0,8.619125932E-2,1.295861721E0
1.519021281E1,-9.775824547E0,8.619125932E-2,1.286284804E0
1.519222140E1,-9.754277229E0,8.858546615E-2,1.279102206E0
1.519423000E1,-9.761459351E0,9.097966552E-2,1.257554412E0
1.519623859E1,-9.771036148E0,8.619125932E-2,1.257554412E0
1.519824718E1,-9.778219223E0,8.379705995E-2,1.267131209E0
1.520025578E1,-9.775824547E0,9.097966552E-2,1.279102206E0
1.520226437E1,-9.775824547E0,8.379705995E-2,1.288679123E0
1.520427312E1,-9.780612946E0,8.140286058E-2,1.307832718E0
1.520628187E1,-9.780612946E0,6.703764945E-2,1.331774712E0
1.520828698E1,-9.771036148E0,6.943184882E-2,1.343745708E0
1.521029208E1,-9.775824547E0,7.900865376E-2,1.343745708E0
1.521229760E1,-9.785401344E0,8.140286058E-2,1.350928307E0
1.521430364E1,-9.766247749E0,6.703764945E-2,1.355716705E0
1.521631265E1,-9.780612946E0,6.703764945E-2,1.355716705E0
1.521832312E1,-9.763854027E0,7.182604820E-2,1.341351509E0
1.522033390E1,-9.797372818E0,7.661445439E-2,1.317409515E0
1.522234489E1,-9.785401344E0,6.703764945E-2,1.336563110E0
1.522435599E1,-9.771036148E0,6.943184882E-2,1.329380512E0
1.522636708E1,-9.778219223E0,6.464344263E-2,1.329380512E0
1.522837687E1,-9.783007622E0,6.464344263E-2,1.315015316E0
1.523038547E1,-9.771036148E0,6.464344263E-2,1.293467522E0
1.523239406E1,-9.790189743E0,5.506663769E-2,1.300650120E0
1.523440260E1,-9.790189743E0,5.267243832E-2,1.274313807E0
1.523641114E1,-9.792584419E0,5.267243832E-2,1.267131209E0
1.523841968E1,-9.785401344E0,5.267243832E-2,1.264737010E0
1.524042823E1,-9.799766541E0,5.985504389E-2,1.247977614E0
1.524243677E1,-9.785401344E0,5.985504389E-2,1.238400817E0
1.524444531E1,-9.783007622E0,5.506663769E-2,1.231218219E0
1.524645385E1,-9.792584419E0,4.788403213E-2,1.221641421E0
1.524846239E1,-9.775824547E0,5.985504389E-2,1.200093627E0
1.525047093E1,-9.756670952E0,6.943184882E-2,1.200093627E0
1.525247948E1,-9.763854027E0,6.224924326E-2,1.202487826E0
1.525448802E1,-9.763854027E0,5.506663769E-2,1.214458823E0
1.525649656E1,-9.790189743E0,5.267243832E-2,1.188122630E0
1.525850510E1,-9.787796021E0,5.746084079E-2,1.171363235E0
1.526051364E1,-9.780612946E0,5.267243832E-2,1.152209520E0
1.526252218E1,-9.763854027E0,6.703764945E-2,1.147421122E0
1.526453073E1,-9.773430824E0,6.943184882E-2,1.111508131E0
1.526653927E1,-9.766247749E0,6.464344263E-2,1.089960337E0
1.526854781E1,-9.790189743E0,5.506663769E-2,1.075595140E0
1.527055635E1,-9.785401344E0,5.267243832E-2,1.051653147E0
1.527256489E1,-9.783007622E0,6.703764945E-2,1.056441545E0
1.527457343E1,-9.775824547E0,7.182604820E-2,1.061229944E0
1.527658198E1,-9.775824547E0,5.985504389E-2,1.056441545E0
1.527859052E1,-9.775824547E0,7.182604820E-2,1.039682031E0
1.528059906E1,-9.790189743E0,7.661445439E-2,1.022922635E0
1.528260760E1,-9.794978142E0,5.985504389E-2,1.022922635E0
1.528461614E1,-9.783007622E0,6.703764945E-2,1.003769040E0
1.528662468E1,-9.783007622E0,7.900865376E-2,9.774328470E-1
1.528863323E1,-9.790189743E0,5.985504389E-2,9.606734514E-1
1.529064177E1,-9.783007622E0,7.900865376E-2,9.391255975E-1
1.529265031E1,-9.783007622E0,7.661445439E-2,9.343371987E-1
1.529465885E1,-9.797372818E0,6.224924326E-2,9.606734514E-1
1.529666739E1,-9.773430824E0,6.703764945E-2,9.391255975E-1
1.529867593E1,-9.778219223E0,7.422025502E-2,9.702502489E-1
1.530068448E1,-9.773430824E0,8.379705995E-2,9.678560495E-1
1.530269302E1,-9.794978142E0,6.943184882E-2,1.010951638E0
1.530470156E1,-9.794978142E0,5.985504389E-2,1.025316834E0
1.530671015E1,-9.785401344E0,7.661445439E-2,1.049258947E0
1.530871875E1,-9.780612946E0,6.464344263E-2,1.049258947E0
1.531072734E1,-9.778219223E0,7.661445439E-2,1.068412542E0
1.531273593E1,-9.785401344E0,9.337386489E-2,1.068412542E0
1.531474453E1,-9.783007622E0,8.619125932E-2,1.073200941E0
1.531675312E1,-9.790189743E0,7.661445439E-2,1.070806742E0
1.531876172E1,-9.775824547E0,8.379705995E-2,1.082777739E0
1.532077031E1,-9.787796021E0,8.379705995E-2,1.077989340E0
1.532277890E1,-9.792584419E0,9.337386489E-2,1.044470549E0
1.532478750E1,-9.778219223E0,8.140286058E-2,1.054047346E0
1.532679609E1,-9.794978142E0,6.943184882E-2,1.068412542E0
1.532880468E1,-9.797372818E0,6.943184882E-2,1.063624144E0
1.533081328E1,-9.792584419E0,8.619125932E-2,1.063624144E0
1.533282187E1,-9.785401344E0,8.140286058E-2,1.089960337E0
1.533483047E1,-9.775824547E0,9.337386489E-2,1.101931334E0
1.533683906E1,-9.794978142E0,8.140286058E-2,1.133055925E0
1.533884765E1,-9.775824547E0,8.619125932E-2,1.142632723E0
1.534085625E1,-9.778219223E0,8.379705995E-2,1.164180517E0
1.534286484E1,-9.792584419E0,7.182604820E-2,1.164180517E0
1.534487343E1,-9.780612946E0,6.703764945E-2,1.166574836E0
1.534688203E1,-9.797372818E0,7.661445439E-2,1.152209520E0
1.534889062E1,-9.785401344E0,7.900865376E-2,1.164180517E0
1.535089922E1,-9.794978142E0,8.140286058E-2,1.145026922E0
1.535290781E1,-9.783007622E0,8.858546615E-2,1.121084929E0
1.535491640E1,-9.790189743E0,7.900865376E-2,1.133055925E0
1.535692500E1,-9.787796021E0,7.182604820E-2,1.123479128E0
1.535893359E1,-9.790189743E0,7.661445439E-2,1.116296530E0
1.536094218E1,-9.787796021E0,8.140286058E-2,1.130661726E0
1.536295078E1,-9.790189743E0,8.619125932E-2,1.159392118E0
1.536495937E1,-9.799766541E0,8.140286058E-2,1.159392118E0
1.536696797E1,-9.790189743E0,8.619125932E-2,1.164180517E0
1.536897656E1,-9.783007622E0,7.422025502E-2,1.159392118E0
1.537098515E1,-9.778219223E0,7.661445439E-2,1.147421122E0
1.537299375E1,-9.783007622E0,8.858546615E-2,1.092354536E0
1.537500234E1,-9.797372818E0,8.140286058E-2,1.077989340E0
1.537701093E1,-9.783007622E0,6.943184882E-2,1.054047346E0
1.537901953E1,-9.794978142E0,7.900865376E-2,1.037287831E0
1.538102812E1,-9.790189743E0,7.661445439E-2,1.030105233E0
1.538303672E1,-9.783007622E0,7.900865376E-2,1.039682031E0
1.538504531E1,-9.778219223E0,8.379705995E-2,1.056441545E0
1.538705390E1,-9.771036148E0,8.379705995E-2,1.061229944E0
1.538906250E1,-9.787796021E0,6.943184882E-2,1.094748735E0
1.539107109E1,-9.790189743E0,7.182604820E-2,1.128267527E0
1.539307968E1,-9.787796021E0,5.267243832E-2,1.145026922E0
1.539508828E1,-9.787796021E0,7.900865376E-2,1.154603720E0
1.539709687E1,-9.787796021E0,7.422025502E-2,1.154603720E0
1.539910547E1,-9.763854027E0,8.858546615E-2,1.159392118E0
1.540111406E1,-9.790189743E0,7.182604820E-2,1.166574836E0
1.540312265E1,-9.773430824E0,7.182604820E-2,1.149815321E0
1.540513125E1,-9.775824547E0,7.182604820E-2,1.159392118E0
1.540713625E1,-9.771036148E0,6.703764945E-2,1.168969035E0
1.540914125E1,-9.787796021E0,5.746084079E-2,1.161786318E0
1.541114666E1,-9.783007622E0,7.661445439E-2,1.168969035E0
1.541315281E1,-9.761459351E0,7.900865376E-2,1.173757434E0
1.541516265E1,-9.783007622E0,7.422025502E-2,1.176151633E0
1.541717396E1,-9.783007622E0,6.703764945E-2,1.200093627E0
1.541918552E1,-9.780612946E0,6.703764945E-2,1.209670424E0
1.542119802E1,-9.794978142E0,5.267243832E-2,1.228824019E0
1.542320890E1,-9.785401344E0,5.506663769E-2,1.224035621E0
1.542521750E1,-9.785401344E0,5.267243832E-2,1.212064624E0
1.542722609E1,-9.787796021E0,6.464344263E-2,1.243189216E0
1.542923463E1,-9.778219223E0,6.224924326E-2,1.240795016E0
1.543124317E1,-9.771036148E0,5.506663769E-2,1.247977614E0
1.543325172E1,-9.794978142E0,4.309562966E-2,1.250371814E0
1.543526026E1,-9.773430824E0,6.224924326E-2,1.240795016E0
1.543726880E1,-9.766247749E0,7.182604820E-2,1.245583415E0
1.543927734E1,-9.775824547E0,5.027823523E-2,1.243189216E0
1.544128588E1,-9.787796021E0,6.943184882E-2,1.269525409E0
1.544329442E1,-9.787796021E0,5.746084079E-2,1.245583415E0
1.544530297E1,-9.775824547E0,6.703764945E-2,1.259948611E0
1.544731151E1,-9.785401344E0,6.943184882E-2,1.276708007E0
1.544932005E1,-9.783007622E0,5.746084079E-2,1.286284804E0
1.545132859E1,-9.787796021E0,5.506663769E-2,1.312621117E0
1.545333713E1,-9.787796021E0,7.661445439E-2,1.307832718E0
1.545534567E1,-9.773430824E0,6.224924326E-2,1.315015316E0
1.545735422E1,-9.780612946E0,8.619125932E-2,1.326986313E0
1.545936276E1,-9.773430824E0,6.224924326E-2,1.319803715E0
1.546137130E1,-9.773430824E0,6.943184882E-2,1.317409515E0
1.546337984E1,-9.775824547E0,7.182604820E-2,1.312621117E0
1.546538838E1,-9.792584419E0,7.661445439E-2,1.286284804E0
1.546739692E1,-9.778219223E0,6.464344263E-2,1.269525409E0
1.546940547E1,-9.754277229E0,6.943184882E-2,1.247977614E0
1.547141401E1,-9.763854027E0,7.182604820E-2,1.255160213E0
1.547342255E1,-9.785401344E0,8.140286058E-2,1.255160213E0
1.547543109E1,-9.766247749E0,7.422025502E-2,1.250371814E0
1.547743963E1,-9.785401344E0,7.900865376E-2,1.262342811E0
1.547944817E1,-9.794978142E0,6.703764945E-2,1.257554412E0
1.548145672E1,-9.797372818E0,7.422025502E-2,1.267131209E0
1.548346526E1,-9.802161217E0,6.703764945E-2,1.283890605E0
1.548547380E1,-9.787796021E0,7.422025502E-2,1.293467522E0
1.548748234E1,-9.787796021E0,7.182604820E-2,1.295861721E0
1.548949088E1,-9.787796021E0,7.900865376E-2,1.312621117E0
1.549149942E1,-9.785401344E0,8.140286058E-2,1.324592113E0
1.549350797E1,-9.778219223E0,7.182604820E-2,1.317409515E0
1.549551651E1,-9.768642426E0,7.661445439E-2,1.331774712E0
1.549752505E1,-9.768642426E0,9.097966552E-2,1.326986313E0
